entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
2976162001,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-91591,83311-54140,83311-73273,83311-25079,83311-66008,83311-94534,83311-86080,83311-60451,83311-12535,,83311-79970:Cooper Kupp,83311-79970,WR,Cooper,Cooper Kupp,Kupp,18.21111043,9,9000,LAR@NO,LAR,NO,IR,Ankle,,,,WR/FLEX
2976162004,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-89675,83311-90933,83311-69956,83311-85671,83311-90576,83311-86080,83311-73273,83311-12528,,83311-52442:Joe Mixon,83311-52442,RB,Joe,Joe Mixon,Mixon,16.96666633,9,9000,CIN@PIT,CIN,PIT,,,,,,RB/FLEX
2976162007,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-42104,83311-73273,83311-25079,83311-86631,83311-91426,83311-64031,83311-104388,83311-12527,,83311-85701:Ja'Marr Chase,83311-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.88571385,7,8800,CIN@PIT,CIN,PIT,O,Hip,,,,WR/FLEX
2976162008,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-54140,83311-73273,83311-25079,83311-29501,83311-56250,83311-60451,83311-48116,83311-12547,,83311-69531:Jalen Hurts,83311-69531,QB,Jalen,Jalen Hurts,Hurts,24.34222243,9,8800,PHI@IND,PHI,IND,,,,,,QB
2976162010,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-89675,83311-25267,83311-72846,83311-94534,83311-86080,83311-28900,83311-12532,,83311-91591:Justin Fields,83311-91591,QB,Justin,Justin Fields,Fields,21.14600067,10,8700,CHI@ATL,CHI,ATL,,,,,,QB
2976162012,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-52442,83311-73273,83311-69213,83311-70422,83311-90576,83311-86080,83311-42104,83311-12530,,83311-89675:Jonathan Taylor,83311-89675,RB,Jonathan,Jonathan Taylor,Taylor,12.37142835,7,8700,PHI@IND,IND,PHI,,,,,,RB/FLEX
2976162013,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-73273,83311-86055,83311-89981,83311-91426,83311-94534,83311-55042,83311-85671,83311-12531,,83311-72731:Josh Jacobs,83311-72731,RB,Josh,Josh Jacobs,Jacobs,17.73333401,9,8500,LV@DEN,LV,DEN,,,,,,RB/FLEX
2976162015,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-64576,83311-90933,83311-56248,83311-85671,83311-90576,83311-55042,83311-54140,83311-12525,,83311-45889:Davante Adams,83311-45889,WR,Davante,Davante Adams,Adams,17.20000034,9,8500,LV@DEN,LV,DEN,Q,Abdomen,,,,WR/FLEX
2976162017,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-54140,83311-86055,83311-64581,83311-91426,83311-94534,83311-55042,83311-25079,83311-12525,,83311-72846:A.J. Brown,83311-72846,WR,A.J.,A.J. Brown,Brown,14.5,9,8400,PHI@IND,PHI,IND,,,,,,WR/FLEX
2976162019,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-71845,83311-73273,83311-85671,83311-90576,83311-94534,83311-55042,83311-104433,83311-12531,,83311-53562:Nick Chubb,83311-53562,RB,Nick,Nick Chubb,Chubb,19.07777744,9,8400,CLE@BUF,CLE,BUF,,,,,,RB/FLEX
2976162021,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-42104,83311-89675,83311-25079,83311-56248,83311-69213,83311-64031,83311-57338,83311-12525,,83311-63115:Lamar Jackson,83311-63115,QB,Lamar,Lamar Jackson,Jackson,22.46888902,9,8400,CAR@BAL,BAL,CAR,Q,Illness,,,,QB
2976162023,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-42104,83311-54140,83311-70422,83311-85671,83311-90576,83311-64808,83311-55042,83311-12555,,83311-63336:Joe Burrow,83311-63336,QB,Joe,Joe Burrow,Burrow,22.83333333,9,8300,CIN@PIT,CIN,PIT,,,,,,QB
2976162027,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-54140,83311-86055,83311-53639,83311-64905,83311-86631,83311-55042,83311-42104,83311-12525,,83311-54140:Dalvin Cook,83311-54140,RB,Dalvin,Dalvin Cook,Cook,15.36666701,9,8300,DAL@MIN,MIN,DAL,,,,,,RB/FLEX
2976162029,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-70603,83311-73273,83311-66008,83311-85671,83311-86631,83311-71706,83311-45565,83311-12531,,83311-86631:CeeDee Lamb,83311-86631,WR,CeeDee,CeeDee Lamb,Lamb,14.25555589,9,8100,DAL@MIN,DAL,MIN,,,,,,WR/FLEX
2976162031,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-70603,83311-73273,83311-25079,83311-71105,83311-86997,83311-55042,83311-54140,83311-12531,,83311-111540:Rhamondre Stevenson,83311-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,14.66666667,9,8100,NYJ@NE,NE,NYJ,,,,,,RB/FLEX
2976162033,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-45631,83311-54140,83311-110246,83311-73687,83311-85671,83311-55042,83311-42104,83311-12525,,83311-63759:Tony Pollard,83311-63759,RB,Tony,Tony Pollard,Pollard,13.22222222,9,8000,DAL@MIN,DAL,MIN,,,,,,RB/FLEX
2976162035,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-29358,83311-70603,83311-86055,83311-25079,83311-69213,83311-91426,83311-55042,83311-42104,83311-12525,,83311-63519:Daniel Jones,83311-63519,QB,Daniel,Daniel Jones,Jones,16.5044437,9,7800,DET@NYG,NYG,DET,,,,,,QB
2976162038,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-29358,83311-70603,83311-73273,83311-40669,83311-69213,83311-89981,83311-86080,83311-25079,83311-12540,,83311-86997:Amon-Ra St. Brown,83311-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,12.66250038,8,7800,DET@NYG,DET,NYG,,,,,,WR/FLEX
2976162039,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-42104,83311-72731,83311-85671,83311-86312,83311-90576,83311-55042,83311-28900,83311-12527,,83311-52436:Mark Andrews,83311-52436,TE,Mark,Mark Andrews,Andrews,12.5625,8,7700,CAR@BAL,BAL,CAR,Q,Shoulder,,,,TE/FLEX
2976162041,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-6616,83311-52442,83311-64576,83311-56262,83311-72846,83311-90576,83311-45565,83311-42104,83311-12525,,83311-86055:Dameon Pierce,83311-86055,RB,Dameon,Dameon Pierce,Pierce,13.64444478,9,7600,WAS@HOU,HOU,WAS,,,,,,RB/FLEX
2976162045,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-73273,83311-85671,83311-91426,83311-94534,83311-55042,83311-45229,83311-12552,,83311-22038:Kirk Cousins,83311-22038,QB,Kirk,Kirk Cousins,Cousins,17.91555617,9,7600,DAL@MIN,MIN,DAL,,,,,,QB
2976162047,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-42104,83311-54140,83311-25079,83311-39716,83311-69956,83311-64031,83311-112057,83311-12545,,83311-89981:Tee Higgins,83311-89981,WR,Tee,Tee Higgins,Higgins,11.86250019,8,7600,CIN@PIT,CIN,PIT,,,,,,WR/FLEX
2976162048,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-90933,83311-25079,83311-39716,83311-94534,83311-86080,83311-64031,83311-12555,,83311-42104:Alvin Kamara,83311-42104,RB,Alvin,Alvin Kamara,Kamara,14.27499962,8,7500,LAR@NO,NO,LAR,,,,,,RB/FLEX
2976162051,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-22015,83311-72731,83311-73273,83311-61042,83311-86997,83311-90576,83311-55042,83311-25079,83311-12527,,83311-31716:Dak Prescott,83311-31716,QB,Dak,Dak Prescott,Prescott,16.33499908,4,7500,DAL@MIN,DAL,MIN,,,,,,QB
2976162053,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-64576,83311-73273,83311-25079,83311-61042,83311-69213,83311-86080,83311-42104,83311-12531,,83311-71845:Miles Sanders,83311-71845,RB,Miles,Miles Sanders,Sanders,12.96666633,9,7300,PHI@IND,PHI,IND,,,,,,RB/FLEX
2976162056,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-70603,83311-89675,83311-71032,83311-73687,83311-85671,83311-55042,83311-42104,83311-12525,,83311-56250:Terry McLaurin,83311-56250,WR,Terry,Terry McLaurin,McLaurin,10.98000031,10,7300,WAS@HOU,WAS,HOU,,,,,,WR/FLEX
2976162059,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-54140,83311-73273,83311-69777,83311-90576,83311-91426,83311-64585,83311-25079,83311-12527,,83311-31001:Amari Cooper,83311-31001,WR,Amari,Amari Cooper,Cooper,12.05555556,9,7200,CLE@BUF,CLE,BUF,,,,,,WR/FLEX
2976162062,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-64401,83311-39716,83311-56248,83311-85671,83311-64031,83311-45229,83311-12537,,83311-29358:Marcus Mariota,83311-29358,QB,Marcus,Marcus Mariota,Mariota,16.15800018,10,7200,CHI@ATL,ATL,CHI,,,,,,QB
2976162065,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-73273,83311-91598,83311-69956,83311-85671,83311-94534,83311-86080,83311-54140,83311-12538,,83311-94534:Gabe Davis,83311-94534,WR,Gabe,Gabe Davis,Davis,12.05000019,8,7100,CLE@BUF,BUF,CLE,,,,,,WR/FLEX
2976162067,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-73273,83311-57403,83311-72846,83311-86997,83311-55042,83311-48116,83311-12528,,83311-6616:Matt Ryan,83311-6616,QB,Matt,Matt Ryan,Ryan,15.63749981,8,7100,PHI@IND,IND,PHI,,,,,,QB
2976162069,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-22038,83311-54140,83311-64576,83311-25267,83311-85671,83311-90576,83311-55042,83311-42104,83311-12525,,83311-55830:D'Onta Foreman,83311-55830,RB,D'Onta,D'Onta Foreman,Foreman,8.122222053,9,7100,CAR@BAL,CAR,BAL,,,,,,RB/FLEX
2976162071,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-42104,83311-45631,83311-25079,83311-69777,83311-90576,83311-55042,83311-28900,83311-12528,,83311-57403:Courtland Sutton,83311-57403,WR,Courtland,Courtland Sutton,Sutton,8.922222561,9,7000,LV@DEN,DEN,LV,,,,,,WR/FLEX
2976162073,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-72731,83311-73273,83311-72846,83311-90576,83311-94534,83311-86080,83311-27338,83311-12543,,83311-45631:Jamaal Williams,83311-45631,RB,Jamaal,Jamaal Williams,Williams,13.84444427,9,7000,DET@NYG,DET,NYG,,,,,,RB/FLEX
2976162075,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-73273,83311-90933,83311-25079,83311-56262,83311-90576,83311-40845,83311-42104,83311-12530,,83311-45859:Derek Carr,83311-45859,QB,Derek,Derek Carr,Carr,15.42444526,9,7000,LV@DEN,LV,DEN,,,,,,QB
2976162077,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-22038,83311-71845,83311-73273,83311-25079,83311-56248,83311-69213,83311-91931,83311-54140,83311-12538,,83311-38791:Ezekiel Elliott,83311-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,10.64285714,7,7000,DAL@MIN,DAL,MIN,Q,Knee - mcl,,,,RB/FLEX
2976162080,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-64401,83311-73273,83311-72846,83311-86312,83311-90576,83311-86080,83311-34331,83311-12538,,83311-22015:Russell Wilson,83311-22015,QB,Russell,Russell Wilson,Wilson,15.11250019,8,6900,LV@DEN,DEN,LV,,,,,,QB
2976162081,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-42104,83311-73273,83311-63634,83311-87770,83311-91426,83311-48116,83311-25079,83311-12527,,83311-87770:Chris Olave,83311-87770,WR,Chris,Chris Olave,Olave,11.20000034,9,6900,LAR@NO,NO,LAR,,,,,,WR/FLEX
2976162083,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-42104,83311-73273,83311-25079,83311-56262,83311-90576,83311-69451,83311-30733,83311-12555,,83311-92020:Kenny Pickett,83311-92020,QB,Kenny,Kenny Pickett,Pickett,12.88999939,6,6900,CIN@PIT,PIT,CIN,,,,,,QB
2976162085,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-70603,83311-40669,83311-85671,83311-90576,83311-55042,83311-45229,83311-12527,,83311-53331:Taylor Heinicke,83311-53331,QB,Taylor,Taylor Heinicke,Heinicke,14.89999962,4,6800,WAS@HOU,WAS,HOU,,,,,,QB
2976162087,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-90933,83311-29501,83311-69956,83311-85671,83311-60451,83311-42104,83311-12528,,83311-83074:Dallas Goedert,83311-83074,TE,Dallas,Dallas Goedert,Goedert,10.21111128,9,6800,PHI@IND,PHI,IND,IR,Shoulder,,,,TE/FLEX
2976162090,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-90562,83311-90933,83311-25079,83311-64581,83311-69213,83311-86080,83311-73273,83311-12528,,83311-40167:Gus Edwards,83311-40167,RB,Gus,Gus Edwards,Edwards,12.55000019,2,6800,CAR@BAL,BAL,CAR,Q,Hamstring,,,,RB/FLEX
2976162093,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-42104,83311-52442,83311-33047,83311-90576,83311-94534,83311-55042,83311-28900,83311-12525,,83311-30989:Kenyan Drake,83311-30989,RB,Kenyan,Kenyan Drake,Drake,9.628571647,7,6800,CAR@BAL,BAL,CAR,,,,,,RB/FLEX
2976162095,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-90933,83311-25079,83311-64581,83311-90576,83311-55042,83311-30733,83311-12525,,83311-38435:Jared Goff,83311-38435,QB,Jared,Jared Goff,Goff,16.3755561,9,6800,DET@NYG,DET,NYG,,,,,,QB
2976162097,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-73273,83311-63819,83311-85671,83311-87770,83311-55042,83311-104433,83311-12545,,83311-70324:Carson Wentz,83311-70324,QB,Carson,Carson Wentz,Wentz,17.24333318,6,6800,WAS@HOU,WAS,HOU,IR,Finger,,,,QB
2976162100,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-72731,83311-73273,83311-112745,83311-25079,83311-69956,83311-86080,83311-45229,83311-12538,,83311-40669:Tyler Boyd,83311-40669,WR,Tyler,Tyler Boyd,Boyd,11.01333364,9,6800,CIN@PIT,CIN,PIT,,,,,,WR/FLEX
2976162105,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-73273,83311-85671,83311-87770,83311-91419,83311-55042,83311-40669,83311-12537,,83311-30733:Cordarrelle Patterson,83311-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,12.84999975,6,6700,CHI@ATL,ATL,CHI,,,,,,RB/FLEX
2976162108,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-73273,83311-89209,83311-25079,83311-57403,83311-86997,83311-55042,83311-42104,83311-12555,,83311-90406:Zach Wilson,83311-90406,QB,Zach,Zach Wilson,Wilson,12.76333364,6,6700,NYJ@NE,NYJ,NE,,,,,,QB
2976162111,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-89675,83311-86631,83311-90576,83311-94534,83311-91046,83311-45229,83311-12547,,83311-91598:D'Andre Swift,83311-91598,RB,D'Andre,D'Andre Swift,Swift,12.13333384,6,6700,DET@NYG,DET,NYG,,,,,,RB/FLEX
2976162113,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-54140,83311-73273,83311-25079,83311-56248,83311-63855,83311-55335,83311-55042,83311-12545,,83311-6654:Matthew Stafford,83311-6654,QB,Matthew,Matthew Stafford,Stafford,12.70250034,8,6700,LAR@NO,LAR,NO,,,,,,QB
2976162116,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-38791,83311-54140,83311-25079,83311-29501,83311-31001,83311-45565,83311-28900,83311-12525,,83311-30231:Jacoby Brissett,83311-30231,QB,Jacoby,Jacoby Brissett,Brissett,14.90666707,9,6700,CLE@BUF,CLE,BUF,,,,,,QB
2976162121,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-52442,83311-73273,83311-69213,83311-69777,83311-90576,83311-86080,83311-42104,83311-12531,,83311-63043:DJ Moore,83311-63043,WR,DJ,DJ Moore,Moore,8.919999695,10,6700,CAR@BAL,CAR,BAL,,,,,,WR/FLEX
2976162126,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-69531,83311-42104,83311-89675,83311-40669,83311-86631,83311-90576,83311-60451,83311-112057,83311-12529,,83311-69213:Michael Pittman Jr.,83311-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,10.53333367,9,6700,PHI@IND,IND,PHI,,,,,,WR/FLEX
2976162134,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-89675,83311-86631,83311-90576,83311-94534,83311-40845,83311-34331,83311-12547,,83311-24849:Jameis Winston,83311-24849,QB,Jameis,Jameis Winston,Winston,16.30666606,3,6600,LAR@NO,NO,LAR,,,,,,QB
2976162147,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-64401,83311-73273,83311-25079,83311-31394,83311-69956,83311-91046,83311-28900,83311-12531,,83311-90562:Brian Robinson Jr.,83311-90562,RB,Brian,Brian Robinson Jr.,Robinson Jr.,7.53333346,6,6600,WAS@HOU,WAS,HOU,,,,,,RB/FLEX
2976162151,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-28900,83311-73273,83311-85671,83311-91426,83311-94534,83311-55042,83311-57403,83311-12532,,83311-90933:Antonio Gibson,83311-90933,RB,Antonio,Antonio Gibson,Gibson,10.95,10,6600,WAS@HOU,WAS,HOU,,,,,,RB/FLEX
2976162154,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-130288,83311-42104,83311-39716,83311-69213,83311-90576,83311-55042,83311-25079,83311-12528,,83311-14225:Andy Dalton,83311-14225,QB,Andy,Andy Dalton,Dalton,14.68000031,7,6600,LAR@NO,NO,LAR,,,,,,QB
2976162157,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-90933,83311-25079,83311-31001,83311-64581,83311-69451,83311-42104,83311-12531,,83311-28643:Allen Robinson II,83311-28643,WR,Allen,Allen Robinson II,Robinson II,6.188888974,9,6600,LAR@NO,LAR,NO,,,,,,WR/FLEX
2976162159,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-89675,83311-25079,83311-56248,83311-69213,83311-60451,83311-40845,83311-12555,,83311-71706:T.J. Hockenson,83311-71706,TE,T.J.,T.J. Hockenson,Hockenson,10.22222222,9,6500,DAL@MIN,MIN,DAL,,,,,,TE/FLEX
2976162162,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-30231,83311-111540,83311-42104,83311-69213,83311-91419,83311-91426,83311-55042,83311-25079,83311-12531,,83311-63634:Jakobi Meyers,83311-63634,WR,Jakobi,Jakobi Meyers,Meyers,11.79999978,7,6500,NYJ@NE,NE,NYJ,,,,,,WR/FLEX
2976162163,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-42104,83311-54140,83311-25079,83311-29501,83311-85672,83311-64031,83311-40845,83311-12525,,83311-90575:Najee Harris,83311-90575,RB,Najee,Najee Harris,Harris,9.484444512,9,6500,CIN@PIT,PIT,CIN,,,,,,RB/FLEX
2976162166,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-22015,83311-54140,83311-73273,83311-33047,83311-57403,83311-86997,83311-86080,83311-25079,83311-12535,,83311-90584:Mac Jones,83311-90584,QB,Mac,Mac Jones,Jones,11.06666692,6,6500,NYJ@NE,NE,NYJ,,,,,,QB
2976162167,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-70603,83311-73273,83311-25079,83311-57403,83311-94534,83311-55042,83311-70157,83311-12528,,83311-89628:Davis Mills,83311-89628,QB,Davis,Davis Mills,Mills,12.75555589,9,6500,WAS@HOU,HOU,WAS,,,,,,QB
2976162169,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-29358,83311-52442,83311-73273,83311-56262,83311-72846,83311-90576,83311-86080,83311-42104,83311-12531,,83311-63589:Sam Darnold,83311-63589,QB,Sam,Sam Darnold,Darnold,14.1899999,12,6400,CAR@BAL,CAR,BAL,,,,,,QB
2976162171,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-54140,83311-72731,83311-25267,83311-69956,83311-85671,83311-71706,83311-34331,83311-12525,,83311-90576:DeVonta Smith,83311-90576,WR,DeVonta,DeVonta Smith,Smith,9.677777608,9,6400,PHI@IND,PHI,IND,,,,,,WR/FLEX
2976162173,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-42104,83311-89675,83311-25079,83311-56248,83311-64581,83311-45565,83311-30733,83311-12525,,83311-41535:Baker Mayfield,83311-41535,QB,Baker,Baker Mayfield,Mayfield,12.11333338,6,6400,CAR@BAL,CAR,BAL,,,,,,QB
2976162175,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-73273,83311-89675,83311-90576,83311-91426,83311-94534,83311-55042,83311-70603,83311-12528,,83311-41827:P.J. Walker,83311-41827,QB,P.J.,P.J. Walker,Walker,7.023333232,6,6400,CAR@BAL,CAR,BAL,O,Ankle,,,,QB
2976162177,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-111540,83311-42104,83311-25079,83311-64496,83311-86631,83311-86080,83311-64031,83311-12525,,83311-70603:Devin Singletary,83311-70603,RB,Devin,Devin Singletary,Singletary,9.788888719,9,6400,CLE@BUF,BUF,CLE,,,,,,RB/FLEX
2976162178,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-45229,83311-73273,83311-69956,83311-85671,83311-94534,83311-86080,83311-42104,83311-12552,,83311-64576:Damien Harris,83311-64576,RB,Damien,Damien Harris,Harris,8.342857361,7,6300,NYJ@NE,NE,NYJ,,,,,,RB/FLEX
2976162179,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-70603,83311-73273,83311-25079,83311-86631,83311-90576,83311-64031,83311-103564,83311-12526,,83311-130288:James Robinson,83311-130288,RB,James,James Robinson,Robinson,9.011110942,9,6300,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
2976162181,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-62239,83311-54140,83311-90562,83311-25079,83311-66008,83311-69956,83311-45565,83311-52451,83311-12525,,83311-63819:Darius Slayton,83311-63819,WR,Darius,Darius Slayton,Slayton,9.03333346,6,6300,DET@NYG,NYG,DET,,,,,,WR/FLEX
2976162183,83311-260375901,$25K Sun NFL Pooch Punt (150 Entries Max),83311-31716,83311-71845,83311-91598,83311-103564,83311-25079,83311-61042,83311-55042,83311-54140,83311-12525,,83311-93539:Michael Carter,83311-93539,RB,Michael,Michael Carter,Carter,9.233333164,9,6300,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
